Identifier,Age,Education,Indutry_Groups,Industry_Domain,Marital_Status,Occupation,Customer_Segment,Gender,Metropolitan_City,Residence,Insurance_Product_type,Insurance_Acquisition_Channel,Active_Bank_Products,Total_Bank_Products,Commercial_Loan,Consumer_Auto_Loan,Mortgage_Loan,Personal_Loan,Credit_Card,Deposit,Pre-Approved Auto Limit,Pre-Approved Mortgage Limit,Pre-Approved Personal Limit,Tenure_with_Bank_Group,Tenure_of_Insurance,Salary_Amount,Credit_Limit,Total_Asset_Under_Mngmnt,Avg_Monthly_Balance,Application_Score,Behavioural_Score
4914,43.0,University,Trade/Merchandise,Domestic Trade,MARRIED,Non- Government Job,Individual,Male,Indore,Living in a house owned by a family member,Health Insurance,Direct,3,5,0,0,0,1,1,0,MISSING,MISSING,MISSING,>10 YRS,1.88,30974.85,64800,91791.45,8598.519632,419,714
4915,41.4,University,Production/Manufacturing,Catering/Restaurant/Fast Food,MARRIED,Non- Government Job,Individual,Male,Others,Rented House,Auto Insurance,Direct,1,2,0,0,0,0,1,1,">480,000",">=5,000,000","<1,500,000",<=5 YRS,1.31,33066.66666,79200,167.2,10640.50105,394,708
4916,31.3,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Others,Living with Family,Auto Insurance,Direct,>=5,>=6,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.88,40303.89,56000,81684.08,11108.26137,359,698
4918,55.1,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Hyderabad,Own House,Home Insurance,Direct,>=5,>=6,0,0,0,0,0,1,">480,000",">=5,000,000",ZERO,>10 YRS,1.89,35541.31,257950,134902.4,1601.616623,370,714
4919,50.7,Graduate and Higher,Services,Education,DIVORCED,Government Job,Individual,Male,Bengaluru,Own House,Auto Insurance,Bank,4,>=6,0,0,0,0,0,1,MISSING,MISSING,MISSING,<=10 YRS,3.52,6283.68,47250,81850.77,15586.8213,446,697
4920,32.8,Intermediate,Production/Manufacturing,Petrochemicals,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Unknown,Auto Insurance,Bank,0,0,0,0,0,0,0,0,"<240,000","<1,000,000","<1,500,000",<=1 YRS,2.32,NA,NA,0,0,357,717
4921,67.5,University,Services,Health,UNKNOWN,Self Employed,Individual,Female,Others,Living with Family,Home Insurance,Agent,4,4,0,0,0,0,1,1,MISSING,MISSING,MISSING,>10 YRS,3.80,45500,153000,381585.33,44667.44054,360,719
4922,35.5,University,Services,Finance,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Own House,Auto Insurance,Bank,3,4,0,0,0,1,0,0,MISSING,MISSING,MISSING,<=10 YRS,1.48,NA,NA,8.32,7533.035642,389,599
4923,42.8,High School,Construction,Construction,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Home Insurance,Direct,>=5,>=6,0,0,0,0,1,1,MISSING,MISSING,MISSING,>10 YRS,8.48,16902.09,68000,49817.74,10304.99571,365,682
4924,32.3,University,Production/Manufacturing,Petrochemicals,SINGLE,Non- Government Job,Individual,Male,Mumbai,Living with Family,Health Insurance,Direct,1,2,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,1.94,10235.54,66400,0,985.163977,361,707
4925,32.7,University,Production/Manufacturing,Minning,MARRIED,Non- Government Job,Individual,Male,Indore,Living in a house owned by a family member,Theft Insurance for Credit Card,Bank,>=5,5,0,0,0,1,0,0,MISSING,MISSING,MISSING,<=10 YRS,1.85,6300,11200,2298.17,8014.683088,310,569
4926,40.3,High School,OTHERS,Unemployed,MARRIED,Unemployed/Housewife/Student,Individual,Male,Bengaluru,Own House,Theft Insurance for Credit Card,Bank,2,2,0,0,0,0,0,0,MISSING,MISSING,MISSING,<=2 YRS,1.64,5950,13600,0,2169.358864,318,697
4927,43.8,University,Services,Health,MARRIED,Self Employed,Individual,Female,Hyderabad,Own House,Auto Insurance,Agent,2,3,0,1,0,0,1,0,MISSING,MISSING,MISSING,>10 YRS,2.81,NA,NA,7754.76,26000.77622,391,644
4929,31.2,Graduate and Higher,Production/Manufacturing,Durable Goods,MARRIED,Non- Government Job,Individual,Female,Others,Rented House,Health Insurance,Bank,3,4,0,0,0,0,0,0,MISSING,MISSING,MISSING,<=2 YRS,1.52,24682,71890,178287.39,7939.434363,379,700
4930,32.8,University,Services,Education,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Health Insurance,Bank,4,>=6,0,0,0,0,1,1,"<240,000","<1,000,000","<1,000,000",<=10 YRS,1.15,13279.91,14700,90987.05,11196.11086,389,696
4931,32.1,Intermediate,Services,Tourism,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Bank,>=5,5,0,0,1,1,0,0,MISSING,MISSING,MISSING,<=5 YRS,1.89,27192.24,9450,12092.96,34110.69659,375,688
4932,43.3,University,Trade/Merchandise,Domestic Trade,SINGLE,Non- Government Job,Privilege Banking,Male,Indore,Living in a house owned by a family member,Auto Insurance,Direct,2,3,0,0,0,1,1,1,">480,000",">=5,000,000",ZERO,<=5 YRS,1.88,30860.64,182700,9534.06,8303.99216,352,687
4934,33.5,University,Government & NGO,Armed Forces,SINGLE,Government Job,Individual,Male,Others,Company Provided Housing,Auto Insurance,Direct,>=5,5,0,0,0,1,0,1,MISSING,MISSING,MISSING,<=10 YRS,1.88,38340.9,168300,7496.72,29228.44285,445,671
4935,47.3,High School,Services,Unknown,WIDOW,Unemployed/Housewife/Student,Privilege Banking,Female,Bengaluru,Own House,Health Insurance,Direct,>=5,>=6,0,0,0,0,1,1,MISSING,MISSING,MISSING,>10 YRS,1.79,33333.33334,90000,3908440.98,279960.7219,233,717
4936,43.9,University,Trade/Merchandise,Gas Stattion,MARRIED,Non- Government Job,Individual,Male,Chennai,Living in a house owned by a family member,Home Insurance,Bank,4,5,0,0,1,0,1,1,">480,000",">=5,000,000",ZERO,<=10 YRS,1.12,39031.52,80000,351203.58,9269.63236,351,700
4937,39.7,University,Transportation/Logistics/Telecom,Telecom,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Own House,Home Insurance,Bank,3,4,0,0,1,1,1,0,MISSING,MISSING,MISSING,>10 YRS,2.55,23333.33333,60000,14,70485.1196,377,577
4938,38.3,University,Trade/Merchandise,Information & Techonology,MARRIED,Non- Government Job,Individual,Male,Indore,Living in a house owned by a family member,Auto Insurance,Bank,3,3,0,0,0,1,0,1,"<240,000",ZERO,ZERO,>10 YRS,1.13,9871.92,NA,44530,10172.09585,367,655
4939,40.9,Graduate and Higher,Production/Manufacturing,Petrochemicals,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Direct,>=5,>=6,0,0,1,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,2.03,86083.62,180000,92747.2,125383.7757,420,692
4941,26.8,University,Services,Finance,MARRIED,Non- Government Job,Individual,Female,Lucknow,Living in a house owned by a family member,Auto Insurance,Bank,2,3,0,1,0,0,0,0,MISSING,MISSING,MISSING,<=1 YRS,0.66,NA,NA,0,43584.43125,329,629
4944,32.0,Intermediate,Trade/Merchandise,Information & Techonology,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Auto Insurance,Direct,>=5,5,0,0,0,1,0,0,"<240,000","<1,000,000",ZERO,>10 YRS,4.82,47341.68,45000,22987.89,20027.83617,369,645
4945,35.3,High School,Production/Manufacturing,Automotive,SINGLE,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Auto Insurance,Direct,>=5,5,0,1,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,6.67,42400.05,131200,1168.65,23261.79147,340,600
4946,44.2,Intermediate,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Chennai,Own House,Home Insurance,Direct,4,5,0,1,0,1,0,1,MISSING,MISSING,MISSING,>10 YRS,1.88,26373.44,117900,55135.92,32432.32351,373,697
4947,41.9,High School,Production/Manufacturing,Catering/Restaurant/Fast Food,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Theft Insurance for Credit Card,Bank,4,4,0,0,0,1,1,0,MISSING,MISSING,MISSING,>10 YRS,2.96,16022.4,10500,168.75,10637.90898,369,717
4948,27.3,University,Trade/Merchandise,Domestic Trade,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Rented House,Health Insurance,Bank,1,3,0,0,0,0,1,0,">480,000",">=5,000,000","<1,500,000",<=10 YRS,1.83,28500,49000,0,245.3245455,373,707
4950,43.4,University,Trade/Merchandise,Information & Techonology,MARRIED,Non- Government Job,Individual,Male,Indore,Living in a house owned by a family member,Auto Insurance,Bank,0,1,0,1,0,1,0,0,MISSING,MISSING,MISSING,<=10 YRS,1.94,NA,NA,0,28643.18904,352,657
4951,44.2,Intermediate,Services,Health,MARRIED,Government Job,Individual,Female,Others,Own House,Auto Insurance,Bank,0,1,0,1,0,0,1,0,MISSING,MISSING,MISSING,<=10 YRS,9.92,NA,NA,0,0,385,640
4953,42.1,University,Trade/Merchandise,Domestic Trade,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Own House,Home Insurance,Bank,>=5,>=6,0,1,1,1,1,0,MISSING,MISSING,MISSING,>10 YRS,8.56,39433.33333,129600,7034.72,63553.20608,344,638
4954,35.2,Intermediate,Transportation/Logistics/Telecom,Telecom,UNKNOWN,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Agent,0,0,0,0,0,1,0,0,"<360,000","<2,500,000","<1,000,000",<=10 YRS,5.26,NA,NA,0,5414.669113,376,676
4955,34.7,High School,Services,Tourism,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Auto Insurance,Direct,4,4,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=5 YRS,1.89,36916.83,61600,10.62,27715.02322,373,601
4956,51.5,University,Services,Education,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Own House,Home Insurance,Direct,>=5,5,0,0,1,0,1,1,MISSING,MISSING,MISSING,>10 YRS,1.87,16701.2,96000,854.56,69285.68824,404,648
4957,31.3,University,Services,Health,SINGLE,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Auto Insurance,Direct,>=5,5,0,1,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,6.22,11971.75,84600,0,16812.60753,341,589
4958,34.5,High School,Trade/Merchandise,Information & Techonology,MARRIED,Non- Government Job,Individual,Male,Others,Living in a house owned by a family member,Home Insurance,Direct,4,>=6,0,0,1,1,0,1,MISSING,MISSING,MISSING,<=10 YRS,1.89,46875.12,102200,8176.14,30843.54243,388,679
4959,32.6,University,Production/Manufacturing,Manufacturing,SINGLE,Non- Government Job,Individual,Male,Ahmedabad,Living with Family,Auto Insurance,Direct,4,5,0,0,1,0,1,0,">480,000","<5,000,000",ZERO,<=10 YRS,7.44,18387.36,48000,15411.76,1894.970636,347,712
4961,31.8,Graduate and Higher,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Hyderabad,Living in a house owned by a family member,Auto Insurance,Direct,>=5,>=6,0,0,0,1,0,0,">480,000","<5,000,000",ZERO,<=1 YRS,4.59,21115.29,118300,46297.53,18028.5075,331,648
4962,48.3,University,OTHERS,Retired,SINGLE,Retired,Individual,Male,Bengaluru,Living in a house owned by a family member,Health Insurance,Agent,3,3,0,0,0,0,0,1,MISSING,MISSING,MISSING,<=10 YRS,1.55,15300,30600,0,1886.743333,373,576
4964,35.3,Graduate and Higher,Production/Manufacturing,Petrochemicals,SINGLE,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Health Insurance,Direct,1,3,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.65,46533.33334,134550,0,3256.147727,367,705
4965,35.3,High School,Production/Manufacturing,Petrochemicals,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living with Family,Auto Insurance,Bank,2,2,0,0,0,0,1,0,">480,000","<5,000,000",ZERO,<=10 YRS,1.64,27253.28,NA,14771.96,4115.355636,347,669
4966,34.8,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Chandigarh,Living in a house owned by a family member,Credit Card Insurance,Direct,3,3,0,0,0,1,0,1,MISSING,MISSING,MISSING,<=10 YRS,2.86,4200,NA,70.07,9423.209131,355,667
4967,35.5,High School,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Ahmedabad,Own House,Home Insurance,Direct,>=5,>=6,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,3.57,31132.71,137600,0,11979.57454,404,589
4969,45.8,University,Trade/Merchandise,Gas Stattion,MARRIED,Non- Government Job,Privilege Banking,Female,Bengaluru,Living in a house owned by a family member,Auto Insurance,Direct,>=5,>=6,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,4.66,87104.48,81000,4767187.14,363683.3824,427,699
4970,55.1,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Privilege Banking,Male,Bengaluru,Own House,Auto Insurance,Direct,>=5,>=6,0,1,1,1,0,0,MISSING,MISSING,MISSING,>10 YRS,12.54,38382.05,160000,6690.69,21001.63836,407,611
4971,31.1,Graduate and Higher,Services,Education,SINGLE,Non- Government Job,Privilege Banking,Male,Bengaluru,Company Provided Housing,Auto Insurance,Bank,>=5,>=6,0,0,0,0,1,1,">480,000",">=5,000,000",ZERO,<=5 YRS,3.30,65212.08,60000,1269738.18,146757.2615,342,698
4972,57.4,High School,Services,Sports,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Own House,Theft Insurance for Credit Card,Agent,1,3,0,1,0,0,1,0,MISSING,MISSING,MISSING,<=10 YRS,1.26,25066.66666,62100,0,2397.467273,339,699
4974,31.6,High School,Production/Manufacturing,Automotive,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Health Insurance,Direct,4,5,0,0,0,0,1,0,MISSING,MISSING,MISSING,<=5 YRS,1.56,32040,18000,59.76,3652.855491,338,527
4975,55.7,Primary School,Services,Unknown,MARRIED,Non- Government Job,Individual,Male,Hyderabad,Own House,Auto Insurance,Bank,3,4,0,0,0,1,1,0,">480,000","<5,000,000",ZERO,>10 YRS,3.86,12961.6,22400,72110.78,4905.988485,370,719
4977,33.3,Intermediate,Services,Finance,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Living in a house owned by a family member,Home Insurance,Bank,2,2,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,1.88,NA,NA,40.05,10305.73452,372,685
4978,33.3,High School,Production/Manufacturing,Catering/Restaurant/Fast Food,MARRIED,Non- Government Job,Individual,Male,Others,Living with Family,Auto Insurance,Bank,4,5,0,0,0,0,0,0,MISSING,MISSING,MISSING,<=10 YRS,0.90,18750.96,36000,15609.28,3083.761818,385,697
4979,31.3,University,Production/Manufacturing,Textile,MARRIED,Non- Government Job,Individual,Male,Others,Living with Family,Auto Insurance,Direct,>=5,>=6,0,1,0,1,0,0,MISSING,MISSING,MISSING,<=10 YRS,4.92,13052.2,75600,11660.88,8182.228384,392,608
4980,35.7,University,Services,Finance,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Direct,>=5,>=6,0,1,0,0,1,1,MISSING,MISSING,MISSING,<=5 YRS,3.51,10203.3,104400,683740.05,114259.6127,360,696
4981,44.6,Graduate and Higher,Production/Manufacturing,Manufacturing,UNKNOWN,Non- Government Job,Privilege Banking,Male,Ahmedabad,Own House,Auto Insurance,Direct,>=5,>=6,0,0,1,0,1,1,">480,000",">=5,000,000",ZERO,>10 YRS,12.13,55072.01,2.00E+05,1673592.97,58810.18991,365,717
4982,26.3,Intermediate,Construction,Construction,SINGLE,Self Employed,Privilege Banking,Male,Others,Living in a house owned by a family member,Auto Insurance,Direct,4,5,0,0,0,0,1,0,MISSING,MISSING,MISSING,<=10 YRS,3.32,67500,140000,54,10764.66915,323,576
4983,35.5,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Female,Delhi,Living with Family,Home Insurance,Direct,3,5,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,0.33,17350.47,4800,859.41,723.013125,392,635
4984,32.3,University,Services,Finance,SINGLE,Non- Government Job,Individual,Male,Chennai,Living in a house owned by a family member,Home Insurance,Agent,0,1,0,0,0,1,0,0,MISSING,MISSING,MISSING,<=5 YRS,4.94,NA,NA,5.32,2475.773334,369,688
4985,30.8,University,Trade/Merchandise,Information & Techonology,SINGLE,Non- Government Job,Individual,Female,Others,Rented House,Health Insurance,Direct,3,3,0,0,0,1,0,0,MISSING,MISSING,MISSING,<=10 YRS,1.89,27644.16,32900,18540.72,10367.52719,417,686
4987,33.3,No Education,Services,Health,MARRIED,Self Employed,SME,Female,Others,Own House,Auto Insurance,Agent,>=5,>=6,1,0,0,0,1,1,MISSING,MISSING,MISSING,>10 YRS,2.81,33333.33334,80000,324583.21,86324.27072,1075,719
4988,35.4,Intermediate,Services,Tourism,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living with Family,Credit Card Insurance,Bank,4,4,0,0,0,1,1,0,">480,000","<5,000,000",ZERO,<=10 YRS,2.53,43727.67,90000,3949.47,31401.5625,358,596
4989,22.8,University,Services,Finance,SINGLE,Non- Government Job,Individual,Female,Others,Living with Family,Health Insurance,Direct,3,4,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=5 YRS,0.41,8551.44,10208,3387.51,2892.500931,301,661
4991,31.2,High School,Trade/Merchandise,Domestic Trade,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Health Insurance,Direct,3,3,0,0,0,1,0,1,">480,000","<5,000,000","<1,500,000",>10 YRS,1.88,21415.24,37100,5512.08,23940.45186,357,566
4993,32.6,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,Individual,Male,Hyderabad,Rented House,Auto Insurance,Direct,1,2,0,1,0,0,0,0,">480,000",">=5,000,000",ZERO,>10 YRS,5.02,55976.13,NA,39290.93,1563.502728,358,699
4994,37.5,University,Production/Manufacturing,Manufacturing,MARRIED,Non- Government Job,SME,Male,Others,Living in a house owned by a family member,Auto Insurance,Direct,2,3,0,1,0,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,2.24,15561.9,225000,165.41,22509.804,1050,618
4995,42.0,University,Services,Education,MARRIED,Non- Government Job,Individual,Female,Bengaluru,Rented House,Auto Insurance,Bank,>=5,>=6,0,0,0,1,1,1,">480,000",">=5,000,000",ZERO,>10 YRS,2.38,13542.75,99000,321616.82,67299.42514,368,714
4996,31.3,Intermediate,Production/Manufacturing,Manufacturing,UNKNOWN,Non- Government Job,Individual,Male,Bengaluru,Own House,Auto Insurance,Direct,2,4,0,0,0,0,0,1,MISSING,MISSING,MISSING,<=2 YRS,1.89,24152.94,31500,638112.69,142387.8791,338,719
4997,34.4,High School,Services,Unknown,MARRIED,Non- Government Job,Individual,Male,Lucknow,Living in a house owned by a family member,Home Insurance,Bank,>=5,>=6,0,0,0,1,0,1,"<360,000","<2,500,000",ZERO,<=10 YRS,1.12,12684,39600,14991.48,9836.540504,361,696
4998,51.7,University,Construction,Construction,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Own House,Auto Insurance,Agent,2,3,0,0,0,0,0,0,MISSING,MISSING,MISSING,<=10 YRS,3.24,77614.4,NA,112393.19,1445.357714,357,684
4999,49.8,University,Trade/Merchandise,Gas Stattion,MARRIED,Retired,Privilege Banking,Male,Others,Living in a house owned by a family member,Theft Insurance for Credit Card,Bank,>=5,5,0,0,0,0,0,1,MISSING,MISSING,MISSING,>10 YRS,1.12,87979.5,207000,61345.06,7431.600146,375,708
5000,36.3,Graduate and Higher,Production/Manufacturing,Automotive,MARRIED,Non- Government Job,Individual,Female,Ahmedabad,Own House,Home Insurance,Direct,3,4,0,0,1,0,1,1,">480,000",">=5,000,000",ZERO,>10 YRS,8.82,36416.59,63000,122653.92,34463.84428,379,719
5001,49.1,Graduate and Higher,OTHERS,Retired,MARRIED,Retired,Privilege Banking,Female,Hyderabad,Own House,Auto Insurance,Direct,>=5,5,0,1,0,0,1,1,MISSING,MISSING,MISSING,>10 YRS,9.59,147000,152950,328743.28,63289.76728,382,659
5002,29.6,High School,Services,Unknown,SINGLE,Others,Individual,Male,Others,Unknown,Theft Insurance for Credit Card,Bank,2,2,0,0,0,0,1,0,MISSING,MISSING,MISSING,>10 YRS,0.77,21333.33334,49500,0,764.98875,351,693
5003,24.8,High School,Production/Manufacturing,Manufacturing,SINGLE,Non- Government Job,Individual,Male,Others,Living with Family,Theft Insurance for Credit Card,Direct,4,4,0,0,0,1,1,0,MISSING,MISSING,MISSING,<=1 YRS,0.83,16881.76,9000,1283.04,15761.86862,323,609
5004,43.7,Primary School,Services,Unknown,MARRIED,Non- Government Job,Individual,Male,Chennai,Living in a house owned by a family member,Auto Insurance,Direct,0,3,0,0,1,0,1,0,MISSING,MISSING,MISSING,<=10 YRS,8.34,8400,21600,0,550.9239827,344,687
5005,27.8,University,Trade/Merchandise,Information & Techonology,SINGLE,Non- Government Job,Individual,Male,Bengaluru,Living in a house owned by a family member,Home Insurance,Direct,>=5,>=6,0,0,0,1,1,1,MISSING,MISSING,MISSING,<=10 YRS,6.44,6400,12800,22692.46,4194.332542,364,579
5006,42.7,High School,Services,Tourism,MARRIED,Non- Government Job,Individual,Male,Bengaluru,Own House,Home Insurance,Bank,>=5,5,0,0,1,1,1,0,MISSING,MISSING,MISSING,<=10 YRS,2.46,25663.96,19600,156.24,30461.95212,390,584
5007,21.2,University,Services,Unknown,SINGLE,Non- Government Job,Individual,Female,Bengaluru,Living with Family,Health Insurance,Direct,4,4,0,0,0,1,0,0,MISSING,MISSING,MISSING,<=1 YRS,0.59,NA,10906,29.82,3141.851639,325,496
5008,38.6,University,Production/Manufacturing,Catering/Restaurant/Fast Food,SINGLE,Non- Government Job,Individual,Female,Chandigarh,Living in a house owned by a family member,Credit Card Insurance,Bank,4,4,0,0,0,1,0,0,"<240,000","<1,000,000",ZERO,<=10 YRS,2.84,8678.07,13500,149.17,1859.198126,363,717
